time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,school_phase,number_schools,number_schools_with_surplus,number_schools_with_deficit,PC_schools_with_surplus,PC_schools_with_deficit,total_revenue_balance_million,average_revenue_balance,revenue_balance_as_pc_total_income,total_revenue_reserve_schools_surplus_million,total_revenue_reserve_schools_deficit_million,schools_surplus_over_threshold,school_over_threshold_pc_surplus,school_surplus_over_threshold_million,school_over_threshold_av_per_school,B01_million,B02_million,B03_million,B05_million,B06_million,OB01_million,OB02_million,OB03_million,total_income_million
201617,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,All LA maintained schools,1397,1274,122,91.2,8.7,130.31,93278,7.3,137.23,-6.92,642,50.4,103.29,160890,81.05,47.22,13.29,6.06,2.04,146.35,1.11,19.45,1774.99
201617,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Nursery,33,29,4,87.9,12.1,2.23,67581,12.5,2.43,-0.2,23,79.3,2.24,97565,0.64,1.32,0.14,0.05,0.28,2.81,0.09,0.34,17.78
201617,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Primary,1237,1143,93,92.4,7.5,100.56,81292,7.9,103.64,-3.08,563,49.3,75.66,134395,61.03,37.7,10.19,2.68,1.82,113.18,1.27,13.05,1278.57
201617,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,PRU,14,11,3,78.6,21.4,1.91,136602,7.1,2.02,-0.11,6,54.5,1.66,277218,1.34,0.57,0.5,0.04,0,1.49,0,0.5,26.93
201617,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Secondary,60,47,13,78.3,21.7,16.11,268577,4.9,18.95,-2.84,25,53.2,15.41,616377,11.9,4.85,1.75,2.48,-0.64,19.94,-0.47,4.04,327.11
201617,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Special,53,44,9,83,17,9.49,179129,7.6,10.19,-0.69,25,56.8,8.31,332412,6.14,2.78,0.7,0.81,0.58,8.92,0.22,1.52,124.6
201617,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,All LA maintained schools,1730,1558,166,90.1,9.6,226.57,130962,7.9,251.16,-24.59,833,53.5,205.13,246256,149.81,69.21,17.55,0.27,7.54,255.85,7.25,18.82,2884.38
201617,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Nursery,60,53,7,88.3,11.7,5.44,90678,14.8,5.76,-0.32,40,75.5,5.41,135361,3.1,1.38,0.62,0,0.96,4.93,0.83,0.77,36.84
201617,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Primary,1406,1304,100,92.7,7.1,167.13,118868,8.7,173.35,-6.23,659,50.5,134.77,204500,104.29,57.01,13.17,0.2,5.83,180.3,5.59,14.09,1919.68
201617,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,PRU,31,22,6,71,19.4,5.64,182036,12.6,6.26,-0.62,17,77.3,6.11,359433,3.63,2.02,0.33,0.02,0,5.17,0,0.4,44.73
201617,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Secondary,137,99,37,72.3,27,28.3,206537,4.4,43.68,-15.39,64,64.6,39.8,621860,24.94,2.62,1.84,0.05,0.73,42.33,0.81,1.89,638.94
201617,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Special,96,80,16,83.3,16.7,20.06,208930,8.2,22.09,-2.04,53,66.3,19.04,359274,13.85,6.18,1.6,0.01,0.02,23.11,0.02,1.68,244.19
201617,Financial year,Regional,England,E92000001,East of England,E12000006,,,,All LA maintained schools,1796,1685,75,93.8,4.2,211.87,117970,8.8,218.19,-6.31,908,53.9,172.37,189836,59.07,148.79,12.9,4.62,4.02,226.22,3.72,21.08,2403.25
201617,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Nursery,38,36,2,94.7,5.3,4.07,107048,14.5,4.09,-0.03,24,66.7,3.6,149927,0.51,2.39,0.3,0.04,1.16,3.44,1.17,0.51,28.1
201617,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Primary,1580,1500,53,94.9,3.4,168.95,106928,9.3,170.16,-1.21,788,52.5,130.47,165570,45.04,121.1,10.25,2.6,2.8,179.46,2.53,15.28,1818.27
201617,Financial year,Regional,England,E92000001,East of England,E12000006,,,,PRU,30,24,3,80,10,7.28,242700,17.9,7.4,-0.12,21,87.5,6.92,329532,3.09,4.19,0.14,0,-0.01,6.95,0,0.22,40.75
201617,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Secondary,79,58,15,73.4,19,15.9,201255,4.5,20.77,-4.87,38,65.5,18.63,490188,6.54,9.48,1.7,1.3,-0.12,20.5,-0.15,3.59,350.57
201617,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Special,69,67,2,97.1,2.9,15.68,227239,9.5,15.77,-0.09,37,55.2,12.76,344756,3.88,11.63,0.5,0.68,0.17,15.86,0.17,1.48,165.56
201617,Financial year,Regional,England,E92000001,South East,E12000008,,,,All LA maintained schools,2531,2270,227,89.7,9,220.55,87138,5.5,251.98,-31.43,869,38.3,167.13,192328,99.48,115.16,20.17,5.49,5.91,262.03,4.57,29,4003.72
201617,Financial year,Regional,England,E92000001,South East,E12000008,,,,Nursery,43,31,12,72.1,27.9,2.14,49857,6.6,2.57,-0.43,18,58.1,2.18,121064,0.52,1.26,0.45,0.1,0.36,1.97,0.19,0.49,32.55
201617,Financial year,Regional,England,E92000001,South East,E12000008,,,,Primary,2142,1968,150,91.9,7,172.6,80580,6.7,178.34,-5.74,718,36.5,111.24,154933,77.76,89.62,17.04,2.58,5.23,193.59,3.86,22.15,2590.57
201617,Financial year,Regional,England,E92000001,South East,E12000008,,,,PRU,39,32,4,82.1,10.3,6.18,158535,9.8,6.49,-0.31,19,59.4,5.32,279878,3.54,2.6,0.81,0.06,0.04,6.19,0.05,0.6,63.41
201617,Financial year,Regional,England,E92000001,South East,E12000008,,,,Secondary,182,136,41,74.7,22.5,18.44,101315,1.9,40.38,-21.94,60,44.1,29.56,492682,9.42,8.7,0.47,2.58,0.32,33.37,0.5,3.69,990.03
201617,Financial year,Regional,England,E92000001,South East,E12000008,,,,Special,125,103,20,82.4,16,21.18,169422,6.5,24.2,-3.02,54,52.4,18.83,348763,8.25,12.97,1.39,0.17,-0.04,26.91,-0.03,2.06,327.16
201617,Financial year,Regional,England,E92000001,South West,E12000009,,,,All LA maintained schools,1490,1339,135,89.9,9.1,111.77,75016,6,130.7,-18.92,632,47.2,91.48,144751,41.43,67.65,11.63,2.47,2.69,134.7,2.29,14.78,1872.57
201617,Financial year,Regional,England,E92000001,South West,E12000009,,,,Nursery,17,10,7,58.8,41.2,-0.26,-15428,-2.2,0.59,-0.85,4,40,0.45,112102,-0.22,-0.18,0.19,0,0.14,-0.09,0.1,0.29,11.95
201617,Financial year,Regional,England,E92000001,South West,E12000009,,,,Primary,1296,1195,87,92.2,6.7,96.25,74265,7.6,99.08,-2.83,564,47.2,68.49,121431,35.37,59.09,8.52,1.13,1.79,106.14,1.62,10.38,1266.21
201617,Financial year,Regional,England,E92000001,South West,E12000009,,,,PRU,22,16,6,72.7,27.3,2.42,109862,7.3,3.35,-0.94,10,62.5,2.88,287898,0.96,1.45,0.38,0,0.01,3.15,0,0.45,33.24
201617,Financial year,Regional,England,E92000001,South West,E12000009,,,,Secondary,85,53,30,62.4,35.3,3.02,35536,0.8,16.55,-13.53,33,62.3,13.08,396419,0.92,1.4,1.14,0.77,0.7,13.7,0.52,1.87,390.28
201617,Financial year,Regional,England,E92000001,South West,E12000009,,,,Special,70,65,5,92.9,7.1,10.35,147870,6.1,11.13,-0.78,21,32.3,6.59,313642,4.41,5.89,1.39,0.57,0.06,11.8,0.04,1.8,170.89
201617,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,All LA maintained schools,834,718,109,86.1,13.1,172.03,206274,6.9,186.52,-14.49,342,47.6,147.96,432646,83.15,89.02,9.23,6.21,-0.14,207.12,0.81,21.98,2496.32
201617,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Nursery,49,43,5,87.8,10.2,6.68,136228,11.9,6.78,-0.11,29,67.4,6.26,215907,1.99,2.81,0.4,0.12,1.87,5.84,0.57,0.58,56.17
201617,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Primary,631,555,74,88,11.7,111,175909,7.1,116.99,-5.99,236,42.5,85.58,362606,58.46,54.5,5.26,3.88,-1.96,129.94,-0.77,10.11,1570.16
201617,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,PRU,14,10,2,71.4,14.3,2.92,208876,8.5,3.09,-0.17,8,80,2.95,369310,0.61,2.32,0.04,0.01,0,3.57,0,0.14,34.57
201617,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Secondary,86,64,21,74.4,24.4,35.23,409615,5.3,41.79,-6.56,38,59.4,36.98,973255,17.47,17.62,1.98,2.37,0.13,46.3,0.56,9.01,664.36
201617,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Special,54,46,7,85.2,13,16.21,300133,9.5,17.88,-1.67,31,67.4,16.19,522274,4.62,11.77,1.54,-0.18,-0.18,21.47,0.45,2.14,171.05
201617,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,All LA maintained schools,1057,962,92,91,8.7,183.41,173681,6.3,200.56,-17.16,406,42.2,143.27,352888,89.4,89.63,7.69,3.4,4.38,210.31,3.74,11.4,2907.48
201617,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Nursery,31,25,6,80.6,19.4,3.48,112180,12.4,3.86,-0.38,19,76,3.68,193743,0.95,1.67,0.22,0.05,0.86,3.65,1.07,0.25,28.06
201617,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Primary,849,795,54,93.6,6.4,142.55,167906,7.2,146.95,-4.4,328,41.3,102.86,313609,70.96,69.07,5.28,1.67,2.52,160.3,1.99,7.47,1976.8
201617,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,PRU,26,24,1,92.3,3.8,3.59,137981,7.6,3.59,0,9,37.5,2.26,250716,2.05,1.51,0.08,0.01,0.03,3.83,0,0.07,46.92
201617,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Secondary,93,63,28,67.7,30.1,17.95,195055,2.7,30.23,-12.28,28,44.4,23.93,854539,8.82,8.62,1.61,1.42,0.5,27.4,-0.01,2.95,659.46
201617,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Special,58,55,3,94.8,5.2,15.84,273186,8.1,15.94,-0.09,22,40,10.54,479284,6.62,8.75,0.5,0.25,0.47,15.13,0.7,0.65,196.24
201718,Financial year,Regional,England,E92000001,North East,E12000001,,,,All LA maintained schools,867,740,109,85.4,12.6,58.54,67522,4.6,81.58,-23.04,346,46.8,59.66,172436,49.2,8.5,8.3,1.08,0.84,68.09,0.96,9,1274.43
201718,Financial year,Regional,England,E92000001,North East,E12000001,,,,Nursery,33,23,10,69.7,30.3,1.95,59155,12.4,2.28,-0.33,19,82.6,2.2,115700,2.11,-0.18,0.29,0,0.02,1.55,0.18,0.32,15.69
201718,Financial year,Regional,England,E92000001,North East,E12000001,,,,Primary,698,624,61,89.4,8.7,53.97,77325,6.6,57.05,-3.08,279,44.7,39.99,143341,40.23,12.9,5.52,0.35,0.84,56.5,0.76,5.71,817.9
201718,Financial year,Regional,England,E92000001,North East,E12000001,,,,PRU,15,10,4,66.7,26.7,0.59,39097,2.5,0.97,-0.38,2,20,0.66,330737,0.11,0.48,0.2,0,0,0.89,0,0.12,23.18
201718,Financial year,Regional,England,E92000001,North East,E12000001,,,,Secondary,79,45,30,57,38,-5.72,-72372,-1.8,12.94,-18.66,27,60,10.89,403343,0.5,-6.1,1.79,0.72,-0.12,2.02,-0.09,2.32,313.78
201718,Financial year,Regional,England,E92000001,North East,E12000001,,,,Special,42,38,4,90.5,9.5,7.75,184460,7.5,8.35,-0.6,19,50,5.92,311612,6.25,1.41,0.5,0.02,0.09,7.13,0.11,0.54,103.88
201718,Financial year,Regional,England,E92000001,North West,E12000002,,,,All LA maintained schools,2640,2371,251,89.8,9.5,227.06,86007,5.3,269.9,-42.84,971,41,179.1,184449,98.88,124.9,18.84,2.14,3.28,222.62,2.53,17.45,4312.9
201718,Financial year,Regional,England,E92000001,North West,E12000002,,,,Nursery,67,50,17,74.6,25.4,1.42,21160,3.7,2.67,-1.25,27,54,2.22,82077,0.24,0.8,0.53,0.01,0.38,1.87,0.3,0.32,38.8
201718,Financial year,Regional,England,E92000001,North West,E12000002,,,,Primary,2183,2021,149,92.6,6.8,187.07,85695,6.8,193.41,-6.34,801,39.6,122.84,153364,75.44,109.77,12.75,1.82,1.86,171.02,1.6,12.17,2739.15
201718,Financial year,Regional,England,E92000001,North West,E12000002,,,,PRU,40,24,13,60,32.5,-1.28,-31883,-1.9,2.94,-4.22,13,54.2,2.16,166460,1.03,-2.3,0.52,-0.03,0,1.14,0,0.41,68.36
201718,Financial year,Regional,England,E92000001,North West,E12000002,,,,Secondary,218,155,61,71.1,28,15.82,72583,1.4,45.36,-29.53,68,43.9,32.25,474224,11.59,3.19,3.12,0.21,1.04,25.32,0.62,2.73,1150.97
201718,Financial year,Regional,England,E92000001,North West,E12000002,,,,Special,132,121,11,91.7,8.3,24.02,181960,7.6,25.52,-1.5,62,51.2,19.63,316582,10.58,13.45,1.92,0.14,-0.01,23.27,0,1.81,315.62
201718,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,All LA maintained schools,1459,1253,200,85.9,13.7,107.07,73384,4.7,137.37,-30.31,498,39.7,89.87,180452,69.48,31.98,9.25,2.82,5.61,114.31,5.78,12.6,2299.84
201718,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Nursery,27,24,3,88.9,11.1,1.93,71513,11.1,1.97,-0.04,18,75,1.82,101081,0.82,1.79,0.22,0.13,-0.68,2.02,-0.3,0.31,17.44
201718,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Primary,1249,1100,145,88.1,11.6,95.31,76308,6.2,100.44,-5.13,419,38.1,62.58,149344,60.47,30.76,6.99,1.56,4.07,96,3.82,8.77,1527.55
201718,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,PRU,27,22,4,81.5,14.8,1.28,47587,3.2,3.17,-1.89,11,50,2.5,227690,1.03,-0.09,0.25,0.22,0.35,1.74,0.35,0.4,39.58
201718,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Secondary,99,59,39,59.6,39.4,1.33,13457,0.2,19,-17.66,26,44.1,13.3,511380,2.7,-2.77,1.1,0.77,1.4,7.21,1.32,1.88,562.51
201718,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Special,57,48,9,84.2,15.8,7.21,126488,4.7,12.8,-5.59,24,50,9.67,402917,4.45,2.28,0.69,0.13,0.47,7.34,0.6,1.24,152.77
201718,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,All LA maintained schools,1301,1177,117,90.5,9,127.22,97787,7.7,134.46,-7.24,626,53.2,104.4,166768,81.38,43.81,13.5,4.59,2.04,121.56,2.4,18.62,1660.72
201718,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Nursery,33,28,5,84.8,15.2,2.22,67374,12.3,2.28,-0.06,18,64.3,1.94,107737,0.76,1.11,0.26,0.04,0.36,1.48,0.64,0.31,18.1
201718,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Primary,1153,1054,93,91.4,8.1,98.39,85334,8.1,101.36,-2.97,543,51.5,75.2,138483,59.19,37.61,9.81,1.66,1.59,93.8,1.72,12.39,1214.85
201718,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,PRU,10,9,1,90,10,1.78,177705,11,1.82,-0.04,5,55.6,1.59,318405,1.34,0.43,0.4,0,0,1.94,0,0.5,16.22
201718,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Secondary,55,41,14,74.5,25.5,13.57,246652,4.7,17.3,-3.73,30,73.2,15.36,512135,12.3,1.95,2.57,1.54,-0.69,15.08,-0.53,3.95,287.56
201718,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Special,50,45,4,90,8,11.27,225311,9.1,11.69,-0.43,30,66.7,10.3,343499,7.79,2.71,0.47,1.35,0.77,9.26,0.58,1.47,124
201718,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,All LA maintained schools,1590,1403,174,88.2,10.9,194.87,122559,7.3,228.33,-33.46,734,52.3,184.08,250786,129.39,57.85,15.18,0.47,7.62,200.69,6.97,16.92,2660.39
201718,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Nursery,60,50,10,83.3,16.7,4.46,74403,12.2,4.98,-0.51,40,80,4.73,118166,3.06,0.87,0.6,0,0.54,4.44,0.96,0.62,36.46
201718,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Primary,1295,1178,108,91,8.3,158.29,122232,8.8,165.83,-7.54,596,50.6,130.34,218700,96.23,55.39,11.52,0.39,6.67,150.67,5.33,12.83,1808.37
201718,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,PRU,30,21,7,70,23.3,6.19,206444,14,6.7,-0.51,15,71.4,6.45,429941,4.08,2.12,0.36,0.02,0,6,0,0.34,44.37
201718,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Secondary,116,77,37,66.4,31.9,9.68,83410,1.8,31.69,-22.01,42,54.5,27.18,647102,15.63,-6.34,1.48,0.06,0.39,21.71,0.66,1.67,535.37
201718,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Special,89,77,12,86.5,13.5,16.24,182522,6.9,19.13,-2.89,41,53.2,15.38,375074,10.4,5.82,1.21,0.01,0.02,17.87,0.02,1.46,235.83
201718,Financial year,Regional,England,E92000001,East of England,E12000006,,,,All LA maintained schools,1626,1515,77,93.2,4.7,193.57,119047,8.9,199.77,-6.2,847,55.9,158.24,186823,51.45,136.61,9.8,2.93,5.51,191.1,3.98,15.31,2175.71
201718,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Nursery,37,34,3,91.9,8.1,4.28,115721,14.9,4.4,-0.12,29,85.3,4.21,145312,0.71,2.35,0.22,0.03,1.21,2.67,1.11,0.34,28.79
201718,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Primary,1437,1352,57,94.1,4,155.57,108260,9.4,157.55,-1.98,739,54.7,122.41,165647,41.37,110.3,8.25,1.64,3.9,152.87,2.78,11.85,1662.82
201718,Financial year,Regional,England,E92000001,East of England,E12000006,,,,PRU,26,21,1,80.8,3.8,6.1,234690,17.2,6.14,-0.04,17,81,5.78,340266,0.6,5.5,0.09,0.03,0,7.34,-0.01,0.15,35.46
201718,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Secondary,63,47,14,74.6,22.2,13.66,216782,4.6,17.72,-4.06,27,57.4,15.1,559097,4.37,9.12,0.86,0.47,0.17,14.83,-0.08,1.95,296.55
201718,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Special,63,61,2,96.8,3.2,13.96,221579,9.2,13.97,-0.01,35,57.4,10.73,306601,4.41,9.33,0.38,0.76,0.22,13.39,0.17,1.02,152.09
201718,Financial year,Regional,England,E92000001,South East,E12000008,,,,All LA maintained schools,2410,2136,221,88.6,9.2,207.59,86137,5.5,240.93,-33.34,825,38.6,158,191519,104.21,95.55,17.7,5.18,7.82,206.74,5.59,23.65,3799.15
201718,Financial year,Regional,England,E92000001,South East,E12000008,,,,Nursery,42,33,9,78.6,21.4,3.22,76719,10.4,3.7,-0.47,20,60.6,3.22,161216,0.76,2.13,0.42,0.11,0.33,2.43,0.35,0.53,31.02
201718,Financial year,Regional,England,E92000001,South East,E12000008,,,,Primary,2048,1861,145,90.9,7.1,168.2,82129,6.8,175.41,-7.21,690,37.1,110.66,160377,82.81,77.98,16.24,1.99,7.41,160.99,5.21,18.2,2472.38
201718,Financial year,Regional,England,E92000001,South East,E12000008,,,,PRU,39,31,5,79.5,12.8,5.67,145337,9.4,5.98,-0.32,21,67.7,5.26,250461,3.14,2.48,0.61,0.03,0.04,6.14,0.04,0.88,60.33
201718,Financial year,Regional,England,E92000001,South East,E12000008,,,,Secondary,161,109,45,67.7,28,9.99,62019,1.1,32.36,-22.37,45,41.3,21.73,482937,7.48,2.54,-1.23,2.32,-0.04,16.01,0.04,2.48,905.46
201718,Financial year,Regional,England,E92000001,South East,E12000008,,,,Special,120,102,17,85,14.2,20.51,170955,6.2,23.48,-2.97,49,48,17.13,349525,10.01,10.42,1.65,0.73,0.08,21.17,-0.05,1.57,329.96
201718,Financial year,Regional,England,E92000001,South West,E12000009,,,,All LA maintained schools,1340,1152,159,86,11.9,95.57,71320,5.6,112.98,-17.41,550,47.7,79.1,143815,40.57,52.31,10.75,2.05,2.69,101.59,2.6,13.01,1695.28
201718,Financial year,Regional,England,E92000001,South West,E12000009,,,,Nursery,17,8,9,47.1,52.9,-0.68,-39807,-5.3,0.47,-1.15,3,37.5,0.25,84583,-0.53,-0.24,0.19,0,0.09,-0.4,0.14,0.19,12.68
201718,Financial year,Regional,England,E92000001,South West,E12000009,,,,Primary,1162,1030,105,88.6,9,82.3,70828,7.2,85.58,-3.28,494,48,59.82,121102,34.3,46.15,7.67,1.13,1.85,83.77,1.69,8.68,1140.09
201718,Financial year,Regional,England,E92000001,South West,E12000009,,,,PRU,21,13,7,61.9,33.3,1.25,59365,3.7,2.41,-1.16,8,61.5,2.14,267062,0.85,0.39,0.31,0,0.01,2.28,0.01,0.37,33.49
201718,Financial year,Regional,England,E92000001,South West,E12000009,,,,Secondary,76,47,29,61.8,38.2,2.17,28572,0.6,13.1,-10.93,25,53.2,9.94,397605,2.68,-1.18,1.26,0.69,0.68,6.05,0.7,1.84,344.07
201718,Financial year,Regional,England,E92000001,South West,E12000009,,,,Special,64,54,9,84.4,14.1,10.52,164449,6.4,11.41,-0.89,20,37,6.94,347174,3.26,7.19,1.34,0.23,0.07,9.89,0.06,1.93,164.95
201718,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,All LA maintained schools,812,701,109,86.3,13.4,181.36,223347,7.5,195.84,-14.48,369,52.6,159.9,433341,75.49,107.25,5.5,6.68,-1.38,166.26,0.3,14.67,2405
201718,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Nursery,48,40,8,83.3,16.7,6.6,137562,12.1,7.15,-0.54,27,67.5,6.4,237015,1.56,4.01,0.21,0.15,1.03,4.8,1.87,0.53,54.67
201718,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Primary,616,537,79,87.2,12.8,117.44,190646,7.7,125.07,-7.63,268,49.9,97.05,362122,50.87,68.68,2.59,4.75,-2.11,107.91,-1.36,8.46,1518.89
201718,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,PRU,14,9,3,64.3,21.4,1.89,134835,5.6,2.69,-0.8,6,66.7,2.37,395780,1.1,0.79,0.04,0.06,0,2.91,0,0.07,33.57
201718,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Secondary,83,68,15,81.9,18.1,38.35,462002,6.1,42.56,-4.21,37,54.4,37.67,1018051,16.39,22.08,1.3,1.32,-0.12,33.92,0.17,4.14,625.94
201718,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Special,51,47,4,92.2,7.8,17.08,334965,9.9,18.38,-1.3,31,66,16.41,529419,5.58,11.69,1.36,0.4,-0.19,16.72,-0.39,1.47,171.92
201718,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,All LA maintained schools,1007,888,115,88.2,11.4,167.9,166730,6,192.82,-24.93,398,44.8,137.87,346405,84.25,80.89,7.24,3.7,2.76,168.01,4.27,10.75,2813.96
201718,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Nursery,30,24,6,80,20,3.36,111871,12,3.75,-0.39,17,70.8,3.52,206928,0.53,2.86,0.24,0.08,-0.04,2.6,0.86,0.26,28.01
201718,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Primary,815,738,77,90.6,9.4,135.44,166185,7.1,141.16,-5.72,319,43.2,97.49,305600,64.57,69.08,5.04,2.08,1.8,131.54,2.41,6.75,1912.22
201718,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,PRU,21,16,2,76.2,9.5,3.31,157728,7.3,3.67,-0.36,11,68.8,3.11,282611,1.23,2.05,0.09,0.06,0.03,3.11,0.03,0.09,45.16
201718,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Secondary,87,57,29,65.5,33.3,10.66,122531,1.7,28.84,-18.18,27,47.4,23.33,864067,11.15,-0.96,1.55,1.23,0.47,17.02,0.51,2.93,644.81
201718,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Special,54,53,1,98.1,1.9,15.13,280156,8.2,15.41,-0.28,24,45.3,10.43,434436,6.77,7.86,0.31,0.26,0.5,13.75,0.47,0.73,183.77
201819,Financial year,Regional,England,E92000001,North East,E12000001,,,,All LA maintained schools,805,688,105,85.5,13,60.46,75111,5,84.91,-24.45,350,50.9,63.72,182047,57.02,2.31,14.2,1.17,1.13,58.05,0.92,8.82,1197.32
201819,Financial year,Regional,England,E92000001,North East,E12000001,,,,Nursery,32,28,4,87.5,12.5,2.16,67596,13.6,2.52,-0.36,18,64.3,2.35,130737,2.25,-0.08,0.39,0,-0.01,1.88,0.02,0.28,15.89
201819,Financial year,Regional,England,E92000001,North East,E12000001,,,,Primary,658,577,71,87.7,10.8,57.3,87080,7.3,61.15,-3.85,284,49.2,44.2,155643,42.82,13.47,9.63,0.4,1.01,51.42,0.84,5.56,789.62
201819,Financial year,Regional,England,E92000001,North East,E12000001,,,,PRU,12,5,5,41.7,41.7,-0.23,-19052,-1.2,0.13,-0.36,0,0,0,0,0.08,-0.31,0.23,0,0,0.19,0,0.14,18.44
201819,Financial year,Regional,England,E92000001,North East,E12000001,,,,Secondary,63,44,19,69.8,30.2,-6.77,-107425,-2.5,12.44,-19.21,24,54.5,9.59,399560,5.97,-12.74,2.95,0.75,0,-2.62,-0.04,2.35,272.89
